Time,X,Y,Z,Velocity,Density,Mach,DynamicPressure
0.0,0.0,0.0,0.0,850.0000000000001,1.225,2.498042321238169,442592.5000000002
0.01,6.010769931164787,6.003663483758469,0.0002250058726093451,849.5488828916041,1.224294095210203,2.49671595046343,441867.8506918286
0.02,12.021906318415176,12.000591286893233,0.0006747850078928923,849.0989573921149,1.2235892931116563,2.4953930812687597,441145.6277842888
0.03,18.03341331192093,17.990791857201256,0.0013491054971038706,848.6502204100066,1.2228855915711616,2.4940737045700057,440425.8214979617
0.04,24.0452950470737,23.97427361469352,0.002247736129621888,848.2026688666052,1.2221829884623587,2.492757811320787,439708.42210436566
0.05,30.05755564454531,29.95104495171492,0.0033704463899069037,847.7562996960185,1.2214814816656883,2.4914453925122837,438993.4199256319
0.060000000000000005,36.07019921034573,35.92111423306355,0.004717006454469063,847.3111098450655,1.2207810690683731,2.490136439173032,438280.8053341893
0.07,42.08322983588076,41.884489796109335,0.006287187188854303,846.8670962732078,1.220081748564381,2.4888309423687205,437570.5687524457
0.08,48.09665159800942,47.84117995091212,0.008080760144645616,846.42425595248,1.2193835180543986,2.487528893201988,436862.7006524744
0.09,54.110468559101015,53.79119298033905,0.010097497556479887,845.9825858674217,1.2186863754458028,2.4862302828122207,436157.19155570224
0.09999999999999999,60.12468476709192,59.7345371401814,0.012337172339080198,845.5420830150081,1.2179903186526333,2.4849351023753536,435454.0320326014
0.10999999999999999,66.13930425554209,65.67122065927082,0.014799558084303506,845.102744404584,1.2172953455955586,2.4836433431036693,434753.21270237915
0.11999999999999998,72.1543310436912,71.6012517395949,0.017484429058203597,844.6645670577949,1.2166014542018573,2.4823549962456015,434054.72423267673
0.12999999999999998,78.16976913651463,77.52463855641223,0.020391560198109223,844.2275480085217,1.2159086424053793,2.481070053085539,433358.55733926356
0.13999999999999999,84.18562252477903,83.4413892583668,0.02352072710971732,843.7916843028122,1.2152169081465258,2.4797885049436275,432664.70278573787
0.15,90.20189518509767,89.35151196760181,0.02687170606420123,843.3569729988171,1.214526249372217,2.4785103431755804,431973.1513832286
0.16,96.21859107998544,95.25501477987297,0.030444273995333806,842.9234111667231,1.2138366640358649,2.4772355591724806,431283.8939900985
0.17,102.23571415791368,101.15190576466111,0.03423820849662534,842.4909958886878,1.2131481500973502,2.4759641443605926,430596.92151165206
0.18000000000000002,108.2532683533646,107.04219296528431,0.03825328781847618,842.0597242587753,1.2124607055229861,2.47469609020117,429912.22489984025
0.19000000000000003,114.27125758688551,112.92588439900938,0.042489290865344004,841.6295933828915,1.2117743282855005,2.4734313881902663,429229.79515297455
0.20000000000000004,120.28968576514272,118.80298805716278,0.04694599719292561,841.2006003787199,1.211089016364002,2.472170029858548,428549.6233154367
0.21000000000000005,126.30855678097521,124.67351190524104,0.051623187005353115,840.7727423756581,1.210404767743957,2.4709120067711052,427871.7004773946
0.22000000000000006,132.32787451344794,130.53746388302054,0.05652064115240457,840.346016514755,1.2097215804171597,2.4696573105272686,427196.01777451806
0.23000000000000007,138.347642827905,136.3948519046667,0.0616381411267288,839.9204199486468,1.2090394523817067,2.468405932760422,426522.56638769753
0.24000000000000007,144.3678655760224,142.24568385884274,0.06697546906108441,839.4959498414956,1.2083583816419732,2.467157865137821,425851.337542766
0.25000000000000006,150.38854659586067,148.0899676088178,0.07253240772559291,839.0726033689272,1.2076783662085817,2.465913099360409,425182.32251021976
0.26000000000000006,156.40968971191708,153.9277109925745,0.07830874052500582,838.6503777179686,1.2069994040983785,2.4646716271626365,424515.51260494435
0.2700000000000001,162.43129873517768,159.75892182291594,0.08430425149598568,838.2292700869875,1.2063214933344073,2.46343344031228,423850.8991859407
0.2800000000000001,168.45337746316906,165.5836078875722,0.09051872530440094,837.809277685631,1.2056446319458818,2.462198530610265,423188.47365605365
0.2900000000000001,174.47592968000984,171.40177694930637,0.09695194724263455,837.3903977347649,1.2049688179681641,2.4609668898904857,422528.2274617043
0.3000000000000001,180.49895915646186,177.21343674601982,0.10360370322690617,836.9726274664139,1.2042940494427328,2.4597385100196285,421870.1520926194
0.3100000000000001,186.52246964998125,183.0185949908572,0.11047377979460807,836.5559641237012,1.2036203244171602,2.458513382896997,421214.239081568
0.3200000000000001,192.54646490476898,188.8172593723107,0.11756196410165445,836.1404049607897,1.2029476409450892,2.4572915004543385,420560.4800040982
0.3300000000000001,198.57094865182145,194.6094375543239,0.12486804391984417,835.7259472428221,1.2022759970862058,2.456072854655665,419908.8664782739
0.34000000000000014,204.5959246089806,200.39513717639505,0.13239180763423677,835.312588245863,1.2016053909062112,2.454857437497087,419259.39016441524
0.35000000000000014,210.6213964809839,206.17436585367983,0.1401330442405419,834.9003252568397,1.2009358204768024,2.4536452410066376,418612.0427648417
0.36000000000000015,216.64736795951399,211.9471311770936,0.1480915433425217,834.4891555734846,1.2002672838756423,2.452436257244104,417966.81602361496
0.37000000000000016,222.67384272324819,217.7134407134132,0.1562670951494064,834.0790765042774,1.199599779186339,2.451230478300856,417323.70172628475
0.38000000000000017,228.70082443790764,223.47330200537806,0.16465949047332293,833.6700853683877,1.1989333044984167,2.45002789629968,416682.6916996365
0.3900000000000002,234.7283167563062,229.226722571791,0.17326852072673637,833.2621794956186,1.1982678579072958,2.4488285033946107,416043.77781144105
0.4000000000000002,240.75632331839927,234.97370990761837,0.18209397791990437,832.8553562263493,1.197603437514264,2.447632291770763,415406.9519702045
0.4100000000000002,246.78484775133208,240.71427148408986,0.1911356546583442,832.4496129114784,1.1969400414264544,2.446439253644168,414772.2061249216
0.4200000000000002,252.81389366948804,246.4484147487976,0.20039334414031262,832.0449469123694,1.1962776677568225,2.4452493812616085,414139.53226483165
0.4300000000000002,258.8434646745366,252.17614712579493,0.20986684015429832,831.6413556007938,1.1956163146241212,2.444062666900455,413508.9224191733
0.4400000000000002,264.8735643554811,257.89747601569456,0.21955593707652687,831.2388363588766,1.1949559801528746,2.4428791028685035,412880.3686569429
0.45000000000000023,270.90419628870603,263.6124087957664,0.2294604298684782,830.8373865790409,1.194296662473356,2.441698681503815,412253.8630866545
0.46000000000000024,276.93536403802455,269.3209528200346,0.23958011407441634,830.437003663953,1.1936383597215658,2.440521395174553,411629.3978561016
0.47000000000000025,282.96707115472526,275.02311541937456,0.24991478581893173,830.0376850264689,1.192981070039206,2.4393472362788247,411006.9651521202
0.48000000000000026,288.9993211776192,280.718903901609,0.2604642418044954,829.6394280895801,1.1923247915736555,2.438176197244523,410386.55720035254
0.49000000000000027,295.0321176330863,286.40832555160387,0.27122827930902577,829.2422302863591,1.191669522477952,2.437008270529169,409768.1662650163
0.5000000000000002,301.0654640351215,292.0913876313635,0.2822066961834671,828.8460890599075,1.1910152609107627,2.435843448619754,409151.7846486701
0.5100000000000002,307.0993638853812,297.76809738012565,0.29339929084938027,828.4510018633015,1.1903620050363648,2.434681724032585,408537.4046919842
0.5200000000000002,313.1338206732288,303.4384620144558,0.30480586229654527,828.0569661595403,1.1897097530246206,2.4335230893131286,407925.0187735117
0.5300000000000002,319.1688378757805,309.102488728341,0.3164262100805759,827.6639794214934,1.1890585030509566,2.4323675370358577,407314.61930946267
0.5400000000000003,325.2044189579507,314.7601846932832,0.32826013432054607,827.2720391318487,1.1884082532963407,2.4312150598041002,406706.1987534775
0.5500000000000003,331.2405673724969,320.4115570583926,0.3403074356966276,826.8811427830601,1.1877590019472561,2.430065650249884,406099.7495964032
0.5600000000000003,337.27728656006514,326.05661295047986,0.3525679154477401,826.4912878772966,1.1871107471956865,2.428919301033787,405495.26436607266
0.5700000000000003,343.31457994923426,331.6953594741482,0.3650413753692123,826.1024719263914,1.1864634872390827,2.4277760048447865,404892.73562708095
0.5800000000000003,349.35245095656074,337.327803711885,0.3777276178104549,825.7146924517906,1.1858172202803516,2.426635754400113,404292.15598056995
0.5900000000000003,355.39090298662273,342.95395272415305,0.39062644567264476,825.3279469845027,1.185171944527826,2.425498542445096,403693.5180640075
0.6000000000000003,361.4299394320644,348.57381354948126,0.4037376624064207,824.9422330650483,1.1845276581952457,2.4243643617530206,403096.8145509731
0.6100000000000003,367.46956367363936,354.1873932045547,0.4170610720095905,824.5575482434109,1.1838843595017365,2.42323320512498,402502.03815094254
0.6200000000000003,373.5097790802549,359.79469868430476,0.43059647902484904,824.1738900789863,1.1832420466717875,2.422105065389727,401909.18160907587
0.6300000000000003,379.55058900901474,365.3957369619981,0.4443436885375079,823.7912561405337,1.1826007179352283,2.420979935403534,401318.2377060043
0.6400000000000003,385.5919968052629,370.99051498932613,0.4583025061732358,823.4096440061269,1.1819603715272085,2.419857808050045,400729.1992576211
0.6500000000000004,391.6340058026262,376.5790396964929,0.47247273809581053,823.0290512631049,1.1813210056881778,2.418738676240132,400142.0591148729
0.6600000000000004,397.67661932305714,382.1613179923037,0.48685419100488125,822.6494755080239,1.1806826186638584,2.417622532911756,399556.810163551
0.6700000000000004,403.71984067687674,387.7373567642523,0.5014466721337423,822.2709143466092,1.180045208705234,2.4165093710298216,398973.4453240884
0.6800000000000004,409.7636731628166,393.3071628786085,0.5162499892471173,821.8933653937067,1.1794087740685197,2.4153991835860382,398391.9575513528
0.6900000000000004,415.8081200680612,398.87074318050463,0.5312639506389547,821.5168262732363,1.1787733130151443,2.41429196359878,397812.33983444446
0.7000000000000004,421.85318466829,404.4281044940221,0.5464883651302337,821.1412946181433,1.1781388238117307,2.413187704112947,397234.58519649535
0.7100000000000004,427.89887022771876,409.9792536222772,0.5619230420667808,820.7667680703523,1.1775053047300736,2.4120863981998255,396658.6866944688
0.7200000000000004,433.94517999914154,415.5241973475068,0.5775677913170969,820.3932442807202,1.1768727540471164,2.4109880389569525,396084.63741895877
0.7300000000000004,439.9921172239718,421.06294243115326,0.5934224232701953,820.0207209089889,1.1762411700449384,2.4098926195079757,395512.43049399595
0.7400000000000004,446.0396851322836,426.5954956139492,0.6094867488334501,819.6491956237408,1.1756105510107229,2.408800133002523,394942.0590768485
0.7500000000000004,452.0878869428526,432.1218636160019,0.6257605794304545,819.2786661023507,1.1749808952367469,2.407710572616061,394373.5163578286
0.7600000000000005,458.1367258631968,437.64205313687705,0.6422437269988901,818.9091300309418,1.1743522010203558,2.4066239315497655,393806.79556009965
0.7700000000000005,464.1862050896168,443.1560708556822,0.6589360039884062,818.5405851043394,1.1737244666639441,2.4055402030303874,393241.8899394834
0.7800000000000005,470.2363278072367,448.66392343114984,0.6758372233585098,818.1730290260264,1.1730976904749353,2.404459380310117,392678.7927842694
0.7900000000000005,476.2870971900438,454.1656175017202,0.6929471985764646,817.8064595080972,1.1724718707657629,2.4033814566664553,392117.49741502566
0.8000000000000005,482.33851640092877,459.6611596856233,0.7102657436152016,817.440874271214,1.1718470058538484,2.40230642540208,391557.99718441005
0.8100000000000005,488.3905885917253,465.1505565809611,0.7277926729512388,817.0762710445629,1.1712230940615849,2.4012342798447186,391000.2854769848
0.8200000000000005,494.44331690324975,470.63381476578866,0.7455278015626114,816.7126475658083,1.1706001337163123,2.4001650133470154,390444.35570902925
0.8300000000000005,500.4967044653406,476.11094079819543,0.7634709449268114,816.35000158105,1.1699781231503021,2.3990986192864034,389890.2013283557
0.8400000000000005,506.55075439689756,481.58194121638587,0.7816219190187378,815.98833084478,1.1693570607007389,2.398035091064978,389337.8158141289
0.8500000000000005,512.6054698059205,487.0468225387597,0.7999805403086558,815.6276331198377,1.1687369447096942,2.396974422109367,388787.19267668005
0.8600000000000005,518.6608537895486,492.5055912639921,0.8185466257601669,815.2679061773682,1.1681177735241162,2.395916605870606,388238.3254573304
0.8700000000000006,524.7169094340984,497.95825387111273,0.8373199928281874,814.9091477967787,1.1674995454958017,2.3948616358240105,387691.2077282082
0.8800000000000006,530.7736398151029,503.4048168195855,0.8563004594569376,814.551355765696,1.1668822589813834,2.393809505469052,387145.83309207327
0.8900000000000006,536.8310479973495,508.84528654938686,0.8754878440779401,814.1945278799243,1.1662659123423087,2.3927602083292325,386602.19518213876
0.9000000000000006,542.889137034918,514.2796694810844,0.8948819656080281,813.838661943403,1.1656505039448206,2.3917137379519637,386060.2876618965
0.9100000000000006,548.9479099712187,519.707972015915,0.9144826434473624,813.4837557681648,1.165036032159939,2.390670087908439,385520.1042249406
0.9200000000000006,555.0073698390298,525.130200535862,0.9342896974774587,813.1298071742939,1.164422495363442,2.3896292517935147,384981.63859479624
0.9300000000000006,561.0675196605356,530.5463614037332,0.9543029480592237,812.7768139898848,1.1638098919358473,2.388591223225587,384444.8845247457
0.9400000000000006,567.1283624473631,535.9564609632372,0.9745222160310008,812.4247740510014,1.1631982202623943,2.3875559958464727,383909.83579765883
0.9500000000000006,573.1899012006196,541.3605055390602,0.9949473227066251,812.0736852016352,1.1625874787330228,2.386523563321285,383376.486225821
0.9600000000000006,579.2521389109297,546.7585014369423,1.0155780898734876,811.7235452936657,1.1619776657423606,2.38549391933832,382844.8296507679
0.9700000000000006,585.315078558472,552.150454943753,1.0364143397906087,811.3743521868192,1.161368779689698,2.3844670576089313,382314.85994311416
0.9800000000000006,591.3787231130158,557.5363723275666,1.0574558951867201,811.0261037486291,1.1607608189789747,2.383442971867417,381786.5710023891
0.9900000000000007,597.4430755339575,562.916259837738,1.0787025792583569,810.6787978543948,1.1601537820187608,2.3824216558708975,381259.95675687084
1.0000000000000007,603.5081387703572,568.2901237049768,1.100154215667958,810.3324323871437,1.1595476672222362,2.3814031033992036,380735.0111634218
1.0100000000000007,609.5739157609744,573.6579701414219,1.1218106285419756,809.9870052375901,1.1589424730071762,2.3803873082547566,380211.72820732597
1.0200000000000007,615.6404094343044,579.0198053407154,1.1436716424689932,809.642514304097,1.1583381977959322,2.3793742642624554,379690.10190212703
1.0300000000000007,621.7076227086138,584.3756354780766,1.1657370824978541,809.2989574926357,1.157734840015411,2.378363965269558,379170.1262894657
1.0400000000000007,627.7755584919763,589.725466710375,1.1880067741357963,808.9563327167488,1.1571323980970643,2.377356405145571,378651.79543892253
1.0500000000000007,633.844219682308,595.0693051762038,1.210480543346598,808.6146378975096,1.1565308704768635,2.3763515777821342,378135.10344785673
1.0600000000000007,639.9136091674027,600.4071569959519,1.233158216548731,808.2738709634848,1.1559302555952868,2.375349477092908,377620.04444124945
1.0700000000000007,645.9837298249673,605.7390282718769,1.2560396206135231,807.9340298506964,1.1553305518973012,2.3743500970134614,377106.6125715476
1.0800000000000007,652.0545845226565,611.0649250881766,1.2791245828633293,807.595112502583,1.1547317578323426,2.37335343150116,376594.8020185064
1.0900000000000007,658.1261761181073,616.3848535110606,1.3024129310697106,807.2571168699629,1.1541338718543033,2.372359474535055,376084.6069890367
1.1000000000000008,664.1985074589745,621.698819588822,1.3259044934516222,806.9200409109953,1.1535368924215097,2.3713682201157735,375576.02171705
1.1100000000000008,670.2715813829644,627.006829351908,1.3495990986736104,806.5838825911444,1.1529408179967082,2.370379662265407,375069.04046330607
1.1200000000000008,676.3454007178694,632.308888812991,1.373496575844017,806.2486398831412,1.152345647047048,2.369393795027405,374563.6575152621
1.1300000000000008,682.4199682816022,637.6050039670383,1.3975967545131927,805.9143107669471,1.1517513780440647,2.3684106124664632,374059.8671869211
1.1400000000000008,688.4952868822295,642.8951807913826,1.421899464671719,805.5808932297168,1.151158009463661,2.367430108668419,373557.6638186832
1.1500000000000008,694.5713593180062,648.1794252457913,1.4464045367486376,805.2483852657625,1.1505655397860926,2.3664522777401413,373057.0417771961
1.1600000000000008,700.6481883774088,653.457743272536,1.471111801609689,804.9167848765165,1.1499739674959508,2.365477113809426,372557.99545520847
1.1700000000000008,706.7257768391692,658.7301407964615,1.496021090555558,804.5860900704964,1.1493832910821444,2.3645046110248886,372060.51927142224
1.1800000000000008,712.8041274723074,663.9966237250543,1.5211322353201293,804.2562988632681,1.148793509037887,2.3635347635558595,371564.6076703481
1.1900000000000008,718.8832430361658,669.2571979485114,1.5464450680687492,803.9274092774102,1.1482046198606748,2.3625675655922778,371070.25512215914
1.2000000000000008,724.9631262804413,674.5118693398078,1.5719594213964965,803.5994193424798,1.147616622052276,2.361603011344588,370577.45612254855
1.2100000000000009,731.0437799452185,679.7606437547647,1.597675128326461,803.2723270949756,1.1470295141187137,2.360641095043637,370086.20519258705
1.2200000000000009,737.1252067610026,685.0035270321166,1.6235920223080305,802.9461305783035,1.1464432945702432,2.3596818109405713,369596.4968785786
1.2300000000000009,743.2074094487516,690.2405249935784,1.6497099372151844,802.6208278427418,1.1458579619213456,2.3587251533067297,369108.32575192204
1.2400000000000009,749.2903907199094,695.4716434439126,1.6760287073447975,802.2964169454062,1.1452735146907054,2.3577711164335473,368621.68640896986
1.2500000000000009,755.3741532764373,700.6968881709952,1.7025481674149487,801.9728959502161,1.1446899514011948,2.356819694632453,368136.5734708889
1.260000000000001,761.4586998108466,705.9162649458823,1.7292681525632403,801.6502629278585,1.144107270579863,2.3558708822347647,367652.9815835231
1.270000000000001,767.5440330062308,711.1297795228758,1.7561884983451224,801.3285159557561,1.1435254707579126,2.3549246735915927,367170.9054172545
1.280000000000001,773.6301555362969,716.3374376395889,1.7833090407322276,801.0076531180317,1.1429445504706908,2.35398106307374,366690.3396668688
1.290000000000001,779.7170700653974,721.5392450170117,1.8106296161107118,800.6876725054753,1.1423645082576686,2.3530400450716003,366211.27905141783
1.300000000000001,785.8047792485618,726.7352073595757,1.8381500612796022,800.3685722155101,1.141785342662431,2.3521016139950626,365733.718314087
1.310000000000001,791.893285731528,731.9253303552189,1.8658702134491547,800.0503503521596,1.1412070522326563,2.3511657642734116,365257.6522220604
1.320000000000001,797.9825921507736,737.1096196754496,1.8937899102392168,799.7330050260141,1.1406296355201013,2.35023249035523,364783.07556638675
1.330000000000001,804.0727011335471,742.2880809754113,1.9219089896775996,799.4165343541974,1.1400530910805888,2.3493017867083017,364309.98316184926
1.340000000000001,810.1636152978986,747.4607198939457,1.950227290198456,799.1009364603349,1.1394774174739912,2.348373647819516,363838.3698468339
1.350000000000001,816.2553372527109,752.6275420536565,1.978744650640668,798.78620947452,1.1389026132642133,2.3474480681947707,363368.23048319836
1.360000000000001,822.3478695977301,757.7885530609726,2.007460910246239,798.4723515332821,1.1383286770191796,2.346525042358878,362899.5599561433
1.370000000000001,828.441214923596,762.9437585062112,2.0363759086586946,798.1593607795547,1.1377556073108182,2.345604564855469,362432.35317408346
1.380000000000001,834.5353758118729,768.0931639636399,2.0654894859214923,797.8472353626424,1.137183402715046,2.3446866302468985,361966.60506851936
1.390000000000001,840.6303548350794,773.2367749915395,2.094801482476436,797.5359734381898,1.1366120618117543,2.3437712331141523,361502.31059391133
1.400000000000001,846.7261545567189,778.3745971322659,2.1243117391620983,797.2255731681494,1.1360415831847934,2.3428583680567545,361039.46472755243
1.410000000000001,852.8227775313095,783.5066359123117,2.1540200972122503,796.91603272075,1.1354719654219576,2.341948029692673,360578.0624694433
1.420000000000001,858.9202263044136,788.632896842368,2.1839263982543,796.6073502704656,1.1349032071149696,2.3410402126582293,360118.0988421672
1.430000000000001,865.0185034126682,793.7533854173854,2.214030484307734,796.2995239979839,1.13433530685947,2.340134911608004,359659.5688907675
1.440000000000001,871.1176113838138,798.8681071166347,2.244332197782571,795.9925520901753,1.1337682632549981,2.339232121214749,359202.4676826238
1.450000000000001,877.2175527367243,803.9770674037683,2.2748313814778185,795.6864327400624,1.133202074904979,2.3383318361692935,358746.7903073289
1.460000000000001,883.3183299814362,809.0802717268795,2.305527878579937,795.3811641467885,1.1326367404167104,2.3374340511804577,358292.5318765696
1.470000000000001,889.419945619178,814.1777255185635,2.3364215326613147,795.0767445155881,1.1320722584013447,2.3365387609749577,357839.68752400344
1.480000000000001,895.5224021423986,819.2694341959769,2.367512187678744,794.7731720577555,1.1315086274738815,2.335645960297322,357388.25240514154
1.490000000000001,901.6257020347972,824.3554031608971,2.3987996879719082,794.4704449906156,1.1309458462531456,2.3347556439097974,356938.2216972273
1.500000000000001,907.7298477713513,829.4356377997818,2.4302838782618745,794.1685615374931,1.1303839133617777,2.3338678065922656,356489.590599119
1.5100000000000011,913.8348418183455,834.510143483828,2.4619646036495926,793.867519927683,1.1298228274262185,2.3329824431421526,356042.3543311727
1.5200000000000011,919.9406866334004,839.5789255690305,2.4938417096144008,793.5673183964209,1.129262587076697,2.3320995483743414,355596.50813512463
1.5300000000000011,926.0473846655009,844.6419893962408,2.52591504201254,793.2679551848529,1.1287031909472116,2.3312191171210865,355152.047273975
1.5400000000000011,932.154938355024,849.6993402912249,2.5581844470756723,792.9694285400076,1.128144637675522,2.3303411442319275,354708.9670318735
